id,role_id,skill_id,category,weight_raw,weight_normalized,expected_level,is_critical,threshold,penalty
419,58,30,Language,0.9538,0.104195,0.9,True,0.54,0.05
420,58,25,Language,0.8308,0.090758,0.9,False,0.0,0.0
421,58,123,software,0.6923,0.075628,0.8,False,0.0,0.0
422,58,144,software,0.5385,0.058827,0.8,False,0.0,0.0
423,58,66,software,0.4615,0.050415,0.65,False,0.0,0.0
424,58,147,software,0.2769,0.030249,0.5,False,0.0,0.0
425,58,91,software,0.2308,0.025213,0.5,False,0.0,0.0
426,58,175,framework,0.4308,0.047061,0.65,False,0.0,0.0
427,58,261,framework,0.3846,0.042014,0.65,False,0.0,0.0
428,58,173,framework,0.3385,0.036978,0.65,False,0.0,0.0
429,58,286,knowledge,0.9231,0.100841,0.9,True,0.54,0.05
430,58,301,knowledge,0.8923,0.097477,0.9,True,0.54,0.05
431,58,318,knowledge,0.8462,0.09244,0.9,True,0.54,0.05
432,58,270,knowledge,0.7385,0.080675,0.9,False,0.0,0.0
433,58,299,knowledge,0.6154,0.067227,0.8,False,0.0,0.0
434,37,30,Language,1,0.12676,0.9,True,0.54,0.05
435,37,25,Language,0.3056,0.038738,0.65,False,0.0,0.0
436,37,23,Language,0.5278,0.066904,0.8,False,0.0,0.0
437,37,118,software,0.6667,0.084511,0.8,True,0.48,0.05
438,37,107,software,0.5,0.06338,0.8,False,0.0,0.0
439,37,121,software,0.3889,0.049297,0.65,False,0.0,0.0
440,37,172,software,0.2083,0.026404,0.5,False,0.0,0.0
441,37,110,software,0.1667,0.021131,0.5,False,0.0,0.0
442,37,286,knowledge,0.6111,0.077463,0.8,False,0.0,0.0
443,37,384,knowledge,0.5694,0.072177,0.8,False,0.0,0.0
444,37,276,knowledge,0.6944,0.088022,0.8,True,0.48,0.05
445,37,334,knowledge,0.4861,0.061618,0.65,False,0.0,0.0
446,37,351,knowledge,0.4444,0.056332,0.65,False,0.0,0.0
447,37,305,knowledge,0.5556,0.070428,0.8,False,0.0,0.0
448,37,321,knowledge,0.7639,0.096832,0.9,True,0.54,0.05
449,59,30,Language,0.9714,0.108104,0.9,True,0.54,0.05
450,59,23,Language,0.6429,0.071546,0.8,True,0.48,0.05
451,59,34,Language,0.5429,0.060418,0.8,True,0.48,0.05
452,59,25,Language,0.4,0.044515,0.65,False,0.0,0.0
453,59,15,Language,0.2571,0.028612,0.5,False,0.0,0.0
454,59,118,software,0.6286,0.069955,0.8,True,0.48,0.05
455,59,107,software,0.5143,0.057235,0.8,False,0.0,0.0
456,59,121,software,0.4286,0.047697,0.65,False,0.0,0.0
457,59,330,software,0.3571,0.03974,0.65,False,0.0,0.0
458,59,68,software,0.2286,0.02544,0.5,False,0.0,0.0
459,59,110,software,0.2,0.022257,0.5,False,0.0,0.0
460,59,162,framework,0.3143,0.034977,0.65,False,0.0,0.0
461,59,241,framework,0.2,0.022257,0.5,False,0.0,0.0
462,59,175,framework,0.1714,0.019075,0.5,False,0.0,0.0
463,59,318,knowledge,0.7429,0.082675,0.9,True,0.54,0.05
464,59,384,knowledge,0.6,0.066772,0.8,True,0.48,0.05
465,59,286,knowledge,0.5429,0.060418,0.8,False,0.0,0.0
466,59,270,knowledge,0.5,0.055643,0.8,False,0.0,0.0
467,59,304,knowledge,0.4571,0.050869,0.65,False,0.0,0.0
468,59,280,knowledge,0.2857,0.031795,0.5,False,0.0,0.0
469,50,25,Language,0.9355,0.099487,0.9,True,0.54,0.05
470,50,7,Language,0.2258,0.024013,0.5,False,0.0,0.0
471,50,30,Language,0.5968,0.063468,0.8,False,0.0,0.0
472,50,69,software,0.4516,0.048026,0.65,False,0.0,0.0
473,50,99,software,0.4032,0.042879,0.65,False,0.0,0.0
474,50,330,software,0.7742,0.082334,0.9,True,0.54,0.05
475,50,225,framework,0.7581,0.080621,0.9,False,0.0,0.0
476,50,250,framework,0.5,0.053173,0.8,False,0.0,0.0
477,50,200,framework,0.4677,0.049738,0.65,False,0.0,0.0
478,50,373,knowledge,0.8387,0.089193,0.9,True,0.54,0.05
479,50,369,knowledge,0.6613,0.070327,0.8,False,0.0,0.0
480,50,290,knowledge,0.5484,0.058321,0.8,False,0.0,0.0
481,50,286,knowledge,0.629,0.066892,0.8,False,0.0,0.0
482,50,359,knowledge,0.7258,0.077186,0.9,False,0.0,0.0
483,50,321,knowledge,0.8871,0.09434,0.9,True,0.54,0.05
484,90,35,Language,0.8471,0.088891,0.9,True,0.54,0.05
485,90,16,Language,0.8235,0.086415,0.9,True,0.54,0.05
486,90,9,Language,0.8,0.083949,0.9,False,0.0,0.0
487,90,76,software,0.9412,0.098766,0.9,True,0.54,0.05
488,90,330,software,0.7294,0.07654,0.9,False,0.0,0.0
489,90,150,software,0.3294,0.034566,0.65,False,0.0,0.0
490,90,231,framework,0.8824,0.092596,0.9,True,0.54,0.05
491,90,245,framework,0.6471,0.067904,0.8,False,0.0,0.0
492,90,214,framework,0.3765,0.039508,0.65,False,0.0,0.0
493,90,268,knowledge,0.7059,0.074074,0.9,False,0.0,0.0
494,90,311,knowledge,0.6824,0.071608,0.8,False,0.0,0.0
495,90,270,knowledge,0.7647,0.080245,0.9,False,0.0,0.0
496,90,271,knowledge,0.5294,0.055553,0.8,False,0.0,0.0
497,90,280,knowledge,0.4706,0.049383,0.65,False,0.0,0.0
498,26,25,Language,0.74,0.061977,0.9,False,0.0,0.0
499,26,3,Language,0.68,0.056951,0.8,False,0.0,0.0
500,26,12,Language,0.22,0.018425,0.5,False,0.0,0.0
501,26,96,software,0.86,0.072027,0.9,True,0.54,0.05
502,26,68,software,0.92,0.077052,0.9,True,0.54,0.05
503,26,251,software,0.81,0.067839,0.9,False,0.0,0.0
504,26,92,software,0.54,0.045226,0.8,False,0.0,0.0
505,26,172,software,0.48,0.040201,0.65,False,0.0,0.0
506,26,330,software,0.94,0.078727,0.9,True,0.54,0.05
507,26,85,software,0.46,0.038526,0.65,False,0.0,0.0
508,26,126,software,0.38,0.031826,0.65,False,0.0,0.0
509,26,167,framework,0.18,0.015075,0.5,False,0.0,0.0
510,26,252,framework,0.14,0.011725,0.35,False,0.0,0.0
511,26,226,framework,0.12,0.01005,0.35,False,0.0,0.0
512,26,280,knowledge,0.96,0.080402,0.9,True,0.54,0.05
513,26,286,knowledge,0.88,0.073702,0.9,True,0.54,0.05
514,26,363,knowledge,0.72,0.060302,0.9,False,0.0,0.0
515,26,351,knowledge,0.84,0.070352,0.9,True,0.54,0.05
516,26,270,knowledge,0.65,0.054439,0.8,False,0.0,0.0
517,26,313,knowledge,0.42,0.035176,0.65,False,0.0,0.0
518,72,25,Language,0.7059,0.083048,0.9,True,0.54,0.05
519,72,2,Language,0.5147,0.060554,0.8,False,0.0,0.0
520,72,72,software,0.6176,0.07266,0.8,False,0.0,0.0
521,72,100,software,0.5588,0.065742,0.8,False,0.0,0.0
522,72,75,software,0.5,0.058824,0.8,False,0.0,0.0
523,72,54,software,0.4118,0.048448,0.65,False,0.0,0.0
524,72,154,software,0.3676,0.043248,0.65,False,0.0,0.0
525,72,157,software,0.6618,0.07786,0.8,True,0.48,0.05
526,72,352,framework,0.7647,0.089966,0.9,True,0.54,0.05
527,72,368,framework,0.4559,0.053636,0.65,False,0.0,0.0
528,72,343,knowledge,0.8529,0.100342,0.9,True,0.54,0.05
529,72,283,knowledge,0.6471,0.07613,0.8,False,0.0,0.0
530,72,357,knowledge,0.5882,0.069201,0.8,False,0.0,0.0
531,72,328,knowledge,0.5294,0.062283,0.8,False,0.0,0.0
532,72,348,knowledge,0.3235,0.038059,0.65,False,0.0,0.0
533,17,4,Language,0.9231,0.122869,0.9,True,0.54,0.05
534,17,7,Language,0.6538,0.087024,0.8,False,0.0,0.0
535,17,25,Language,0.4359,0.05802,0.65,False,0.0,0.0
536,17,330,software,0.6923,0.092148,0.8,True,0.48,0.05
537,17,136,software,0.4872,0.064848,0.65,False,0.0,0.0
538,17,98,software,0.2821,0.037549,0.5,False,0.0,0.0
539,17,119,software,0.3718,0.049488,0.65,False,0.0,0.0
540,17,230,framework,0.5769,0.076788,0.8,False,0.0,0.0
541,17,190,framework,0.3974,0.052896,0.65,False,0.0,0.0
542,17,227,framework,0.1795,0.023892,0.5,False,0.0,0.0
543,17,267,knowledge,0.7436,0.098976,0.9,True,0.54,0.05
544,17,289,knowledge,0.7949,0.105805,0.9,True,0.54,0.05
545,17,270,knowledge,0.3333,0.044364,0.65,False,0.0,0.0
546,17,295,knowledge,0.2308,0.03072,0.5,False,0.0,0.0
547,17,347,knowledge,0.4103,0.054613,0.65,False,0.0,0.0
548,39,30,Language,0.4,0.047026,0.65,False,0.0,0.0
549,39,15,Language,0.3529,0.041488,0.65,False,0.0,0.0
550,39,25,Language,0.2824,0.0332,0.5,False,0.0,0.0
551,39,273,software,0.6118,0.071926,0.8,True,0.48,0.05
552,39,36,software,0.5294,0.062238,0.8,False,0.0,0.0
553,39,130,software,0.3765,0.044263,0.65,False,0.0,0.0
554,39,44,software,0.3294,0.038726,0.65,False,0.0,0.0
555,39,139,software,0.2588,0.030426,0.5,False,0.0,0.0
556,39,242,framework,0.2118,0.0249,0.5,False,0.0,0.0
557,39,286,knowledge,0.8471,0.099589,0.9,True,0.54,0.05
558,39,416,knowledge,0.7529,0.088514,0.9,True,0.54,0.05
559,39,270,knowledge,0.6471,0.076076,0.8,True,0.48,0.05
560,39,363,knowledge,0.5647,0.066388,0.8,True,0.48,0.05
561,39,293,knowledge,0.4941,0.058088,0.65,False,0.0,0.0
562,39,298,knowledge,0.4706,0.055326,0.65,False,0.0,0.0
563,39,341,knowledge,0.4471,0.052563,0.65,False,0.0,0.0
564,39,265,knowledge,0.4118,0.048413,0.65,False,0.0,0.0
565,39,315,knowledge,0.5176,0.060851,0.8,False,0.0,0.0
566,18,4,Language,0.9559,0.136559,0.9,True,0.54,0.05
567,18,7,Language,0.6176,0.08823,0.8,False,0.0,0.0
568,18,25,Language,0.4118,0.058829,0.65,False,0.0,0.0
569,18,330,software,0.5735,0.08193,0.8,False,0.0,0.0
570,18,137,software,0.3529,0.050415,0.65,False,0.0,0.0
571,18,119,software,0.3235,0.046215,0.65,False,0.0,0.0
572,18,195,framework,0.5,0.07143,0.8,False,0.0,0.0
573,18,259,framework,0.2794,0.039915,0.5,False,0.0,0.0
574,18,260,framework,0.2206,0.031515,0.5,False,0.0,0.0
575,18,289,knowledge,0.7647,0.109244,0.9,True,0.54,0.05
576,18,267,knowledge,0.8529,0.121845,0.9,True,0.54,0.05
577,18,391,knowledge,0.7059,0.100844,0.9,True,0.54,0.05
578,18,270,knowledge,0.2647,0.037815,0.5,False,0.0,0.0
579,18,293,knowledge,0.1765,0.025215,0.5,False,0.0,0.0
580,1,16,Language,0.88,0.125535,0.9,True,0.54,0.05
581,1,35,Language,0.78,0.11127,0.9,True,0.54,0.05
582,1,13,Language,0.85,0.121255,0.9,True,0.54,0.05
583,1,330,software,0.72,0.10271,0.9,True,0.54,0.05
584,1,76,software,0.42,0.059914,0.65,False,0.0,0.0
585,1,68,software,0.18,0.025678,0.5,False,0.0,0.0
586,1,231,framework,0.64,0.091298,0.8,False,0.0,0.0
587,1,171,framework,0.34,0.048502,0.65,False,0.0,0.0
588,1,249,framework,0.28,0.039943,0.5,False,0.0,0.0
589,1,214,framework,0.22,0.031384,0.5,False,0.0,0.0
590,1,270,knowledge,0.65,0.092725,0.8,False,0.0,0.0
591,1,390,knowledge,0.58,0.082739,0.8,False,0.0,0.0
592,1,425,knowledge,0.35,0.049929,0.65,False,0.0,0.0
593,1,362,knowledge,0.12,0.017118,0.35,False,0.0,0.0
594,3,16,Language,0.8471,0.083626,0.9,True,0.54,0.05
595,3,35,Language,0.6353,0.062717,0.8,True,0.48,0.05
596,3,30,Language,0.7176,0.070842,0.9,True,0.54,0.05
597,3,15,Language,0.4706,0.046458,0.65,False,0.0,0.0
598,3,5,Language,0.3294,0.032519,0.65,False,0.0,0.0
599,3,330,software,0.8,0.078976,0.9,True,0.54,0.05
600,3,68,software,0.5294,0.052263,0.8,False,0.0,0.0
601,3,36,software,0.3765,0.037168,0.65,False,0.0,0.0
602,3,273,software,0.3412,0.033683,0.65,False,0.0,0.0
603,3,96,software,0.2588,0.025549,0.5,False,0.0,0.0
604,3,231,framework,0.5412,0.053428,0.8,False,0.0,0.0
605,3,171,framework,0.4471,0.044138,0.65,False,0.0,0.0
606,3,242,framework,0.4,0.039488,0.65,False,0.0,0.0
607,3,215,framework,0.3647,0.036003,0.65,False,0.0,0.0
608,3,214,framework,0.2118,0.020909,0.5,False,0.0,0.0
609,3,270,knowledge,0.6824,0.067367,0.8,True,0.48,0.05
610,3,390,knowledge,0.7529,0.074327,0.9,True,0.54,0.05
611,3,363,knowledge,0.4824,0.047623,0.65,False,0.0,0.0
612,3,286,knowledge,0.4353,0.042973,0.65,False,0.0,0.0
613,3,280,knowledge,0.5059,0.049943,0.8,False,0.0,0.0
614,77,30,Language,0.1333,0.019837,0.35,False,0.0,0.0
615,77,25,Language,0.08,0.011905,0.35,False,0.0,0.0
616,77,73,software,0.4267,0.063498,0.65,False,0.0,0.0
617,77,143,software,0.32,0.04762,0.65,False,0.0,0.0
618,77,116,software,0.2133,0.031742,0.5,False,0.0,0.0
619,77,131,software,0.16,0.02381,0.5,False,0.0,0.0
620,77,181,framework,0.2933,0.043646,0.5,False,0.0,0.0
621,77,342,framework,0.2533,0.037694,0.5,False,0.0,0.0
622,77,395,knowledge,0.9067,0.134928,0.9,True,0.54,0.05
623,77,338,knowledge,0.8267,0.123023,0.9,True,0.54,0.05
624,77,328,knowledge,0.7733,0.115076,0.9,True,0.54,0.05
625,77,321,knowledge,0.7333,0.109124,0.9,True,0.54,0.05
626,77,346,knowledge,0.56,0.083335,0.8,False,0.0,0.0
627,77,367,knowledge,0.4667,0.06945,0.65,False,0.0,0.0
628,77,368,knowledge,0.3733,0.055551,0.65,False,0.0,0.0
629,77,404,knowledge,0.2,0.029762,0.5,False,0.0,0.0
630,24,5,Language,0.64,0.111368,0.8,True,0.48,0.05
631,24,7,Language,0.4267,0.074251,0.65,False,0.0,0.0
632,24,330,software,0.6,0.104408,0.8,False,0.0,0.0
633,24,153,software,0.5067,0.088172,0.8,False,0.0,0.0
634,24,255,framework,0.6667,0.116014,0.8,True,0.48,0.05
635,24,256,framework,0.3733,0.064959,0.65,False,0.0,0.0
636,24,376,knowledge,0.8,0.13921,0.9,True,0.54,0.05
637,24,360,knowledge,0.3333,0.057999,0.65,False,0.0,0.0
638,24,270,knowledge,0.4,0.069605,0.65,False,0.0,0.0
639,24,365,knowledge,0.4667,0.081212,0.65,False,0.0,0.0
640,24,437,knowledge,0.2933,0.051038,0.5,False,0.0,0.0
641,24,409,knowledge,0.24,0.041763,0.5,False,0.0,0.0
642,14,12,Language,1,0.119533,0.9,True,0.54,0.05
643,14,25,Language,0.2683,0.032071,0.5,False,0.0,0.0
644,14,68,software,0.7927,0.094754,0.9,True,0.54,0.05
645,14,96,software,0.7195,0.086004,0.9,True,0.54,0.05
646,14,36,software,0.5122,0.061225,0.8,False,0.0,0.0
647,14,121,software,0.5488,0.0656,0.8,False,0.0,0.0
648,14,330,software,0.439,0.052475,0.65,False,0.0,0.0
649,14,129,software,0.3659,0.043737,0.65,False,0.0,0.0
650,14,262,framework,0.4146,0.049558,0.65,False,0.0,0.0
651,14,196,framework,0.2927,0.034987,0.5,False,0.0,0.0
652,14,363,knowledge,0.8293,0.099129,0.9,True,0.54,0.05
653,14,270,knowledge,0.5,0.059766,0.8,False,0.0,0.0
654,14,390,knowledge,0.5854,0.069975,0.8,False,0.0,0.0
655,14,422,knowledge,0.4634,0.055392,0.65,False,0.0,0.0
656,14,286,knowledge,0.6341,0.075796,0.8,False,0.0,0.0
657,76,24,Language,0.3378,0.0563,0.65,False,0.0,0.0
658,76,25,Language,0.2432,0.040533,0.5,False,0.0,0.0
659,76,15,Language,0.1892,0.031533,0.5,False,0.0,0.0
660,76,104,software,0.7027,0.117117,0.9,True,0.54,0.05
661,76,138,software,0.5135,0.085583,0.8,False,0.0,0.0
662,76,65,software,0.473,0.078833,0.65,False,0.0,0.0
663,76,115,software,0.2297,0.038283,0.5,False,0.0,0.0
664,76,390,framework,0.2838,0.0473,0.5,False,0.0,0.0
665,76,241,framework,0.1622,0.027033,0.5,False,0.0,0.0
666,76,397,knowledge,0.7838,0.130633,0.9,True,0.54,0.05
667,76,288,knowledge,0.6486,0.1081,0.8,True,0.48,0.05
668,76,337,knowledge,0.5676,0.0946,0.8,True,0.48,0.05
669,76,380,knowledge,0.4459,0.074317,0.65,False,0.0,0.0
670,76,438,knowledge,0.2568,0.0428,0.5,False,0.0,0.0
671,76,328,knowledge,0.1622,0.027033,0.5,False,0.0,0.0
672,99,30,Language,0.6824,0.114857,0.8,True,0.48,0.05
673,99,15,Language,0.4941,0.083164,0.65,False,0.0,0.0
674,99,25,Language,0.4118,0.069311,0.65,False,0.0,0.0
675,99,273,software,0.5294,0.089105,0.8,False,0.0,0.0
676,99,130,software,0.4471,0.075253,0.65,False,0.0,0.0
677,99,36,software,0.3765,0.06337,0.65,False,0.0,0.0
678,99,242,framework,0.2941,0.049501,0.5,False,0.0,0.0
679,99,231,framework,0.2588,0.043559,0.5,False,0.0,0.0
680,99,286,knowledge,0.8471,0.142578,0.9,True,0.54,0.05
681,99,270,knowledge,0.8,0.134651,0.9,True,0.54,0.05
682,99,315,knowledge,0.4706,0.079208,0.65,False,0.0,0.0
683,99,293,knowledge,0.3294,0.055442,0.65,False,0.0,0.0
684,45,24,Language,0.2118,0.032792,0.5,False,0.0,0.0
685,45,25,Language,0.1647,0.0255,0.5,False,0.0,0.0
686,45,30,Language,0.1412,0.021861,0.35,False,0.0,0.0
687,45,103,software,0.4706,0.072861,0.65,False,0.0,0.0
688,45,142,software,0.3765,0.058292,0.65,False,0.0,0.0
689,45,93,software,0.2941,0.045534,0.5,False,0.0,0.0
690,45,342,framework,0.8,0.12386,0.9,True,0.54,0.05
691,45,270,framework,0.2353,0.03643,0.5,False,0.0,0.0
692,45,286,knowledge,0.7294,0.112929,0.9,True,0.54,0.05
693,45,293,knowledge,0.6471,0.100187,0.8,True,0.48,0.05
694,45,430,knowledge,0.5882,0.091068,0.8,True,0.48,0.05
695,45,388,knowledge,0.5647,0.08743,0.8,False,0.0,0.0
696,45,328,knowledge,0.5294,0.081964,0.8,False,0.0,0.0
697,45,270,framework,0.4471,0.069222,0.65,False,0.0,0.0
698,45,312,knowledge,0.2588,0.040069,0.5,False,0.0,0.0
699,41,25,Language,0.6618,0.073533,0.8,False,0.0,0.0
700,41,3,Language,0.5588,0.062089,0.8,False,0.0,0.0
701,41,12,Language,0.1765,0.019611,0.5,False,0.0,0.0
702,41,251,software,0.9118,0.101311,0.9,True,0.54,0.05
703,41,96,software,0.7941,0.088233,0.9,True,0.54,0.05
704,41,68,software,0.75,0.083333,0.9,True,0.54,0.05
705,41,330,software,0.7206,0.080067,0.9,False,0.0,0.0
706,41,36,software,0.6912,0.0768,0.8,False,0.0,0.0
707,41,273,software,0.6029,0.066989,0.8,False,0.0,0.0
708,41,172,software,0.6029,0.066989,0.8,False,0.0,0.0
709,41,167,framework,0.2647,0.029411,0.5,False,0.0,0.0
710,41,280,knowledge,0.8676,0.0964,0.9,True,0.54,0.05
711,41,351,knowledge,0.5147,0.057189,0.8,False,0.0,0.0
712,41,313,knowledge,0.4706,0.052289,0.65,False,0.0,0.0
713,41,270,knowledge,0.4118,0.045756,0.65,False,0.0,0.0
714,71,25,Language,0.5833,0.073939,0.8,False,0.0,0.0
715,71,24,Language,0.4861,0.061618,0.65,False,0.0,0.0
716,71,3,Language,0.3472,0.044011,0.65,False,0.0,0.0
717,71,146,software,0.625,0.079225,0.8,True,0.48,0.05
718,71,108,software,0.5278,0.066904,0.8,False,0.0,0.0
719,71,64,software,0.3056,0.038738,0.65,False,0.0,0.0
720,71,157,software,0.2778,0.035214,0.5,False,0.0,0.0
721,71,352,framework,0.625,0.079225,0.8,False,0.0,0.0
722,71,368,framework,0.3889,0.049297,0.65,False,0.0,0.0
723,71,338,framework,0.25,0.03169,0.5,False,0.0,0.0
724,71,343,knowledge,0.9444,0.119713,0.9,True,0.54,0.05
725,71,403,knowledge,0.8611,0.109153,0.9,True,0.54,0.05
726,71,288,knowledge,0.6944,0.088022,0.8,True,0.48,0.05
727,71,371,knowledge,0.5556,0.070428,0.8,False,0.0,0.0
728,71,314,knowledge,0.4167,0.052821,0.65,False,0.0,0.0
729,10,15,Language,1,0.103734,0.9,True,0.54,0.05
730,10,30,Language,0.74,0.076763,0.9,False,0.0,0.0
731,10,330,software,0.82,0.085062,0.9,True,0.54,0.05
732,10,68,software,0.62,0.064315,0.8,False,0.0,0.0
733,10,101,software,0.52,0.053942,0.8,False,0.0,0.0
734,10,96,software,0.42,0.043568,0.65,False,0.0,0.0
735,10,242,framework,0.88,0.091286,0.9,True,0.54,0.05
736,10,198,framework,0.58,0.060166,0.8,False,0.0,0.0
737,10,203,framework,0.48,0.049793,0.65,False,0.0,0.0
738,10,231,framework,0.35,0.036307,0.65,False,0.0,0.0
739,10,390,knowledge,0.78,0.080913,0.9,True,0.54,0.05
740,10,363,knowledge,0.72,0.074689,0.9,False,0.0,0.0
741,10,270,knowledge,0.68,0.070539,0.8,False,0.0,0.0
742,10,286,knowledge,0.55,0.057054,0.8,False,0.0,0.0
743,10,280,knowledge,0.5,0.051867,0.8,False,0.0,0.0
744,53,25,Language,0.9444,0.106079,0.9,True,0.54,0.05
745,53,30,Language,0.5833,0.065519,0.8,False,0.0,0.0
746,53,3,Language,0.3056,0.034326,0.65,False,0.0,0.0
747,53,68,software,0.8056,0.090488,0.9,True,0.54,0.05
748,53,96,software,0.75,0.084243,0.9,False,0.0,0.0
749,53,251,software,0.5278,0.059285,0.8,False,0.0,0.0
750,53,36,software,0.5,0.056162,0.8,False,0.0,0.0
751,53,273,software,0.4583,0.051478,0.65,False,0.0,0.0
752,53,225,framework,0.625,0.070203,0.8,False,0.0,0.0
753,53,209,framework,0.4306,0.048367,0.65,False,0.0,0.0
754,53,175,framework,0.3472,0.038999,0.65,False,0.0,0.0
755,53,286,knowledge,0.8611,0.096722,0.9,True,0.54,0.05
756,53,280,knowledge,0.8194,0.092038,0.9,True,0.54,0.05
757,53,270,knowledge,0.5556,0.062407,0.8,False,0.0,0.0
758,53,363,knowledge,0.3889,0.043683,0.65,False,0.0,0.0
759,49,25,Language,0.95,0.116386,0.9,True,0.54,0.05
760,49,30,Language,0.775,0.094946,0.9,True,0.54,0.05
761,49,330,software,0.725,0.088821,0.9,True,0.54,0.05
762,49,36,software,0.55,0.067381,0.8,False,0.0,0.0
763,49,68,software,0.475,0.058193,0.65,False,0.0,0.0
764,49,238,framework,0.675,0.082695,0.8,True,0.48,0.05
765,49,225,framework,0.6,0.073507,0.8,False,0.0,0.0
766,49,250,framework,0.45,0.05513,0.65,False,0.0,0.0
767,49,306,knowledge,0.65,0.079632,0.8,False,0.0,0.0
768,49,353,knowledge,0.525,0.064319,0.8,False,0.0,0.0
769,49,412,knowledge,0.625,0.07657,0.8,False,0.0,0.0
770,49,270,knowledge,0.5,0.061256,0.8,False,0.0,0.0
771,49,369,knowledge,0.35,0.042879,0.65,False,0.0,0.0
772,49,329,knowledge,0.3125,0.038285,0.65,False,0.0,0.0
773,78,25,Language,0.8088,0.099815,0.9,True,0.54,0.05
774,78,8,Language,0.6029,0.074405,0.8,False,0.0,0.0
775,78,1,Language,0.5588,0.068962,0.8,False,0.0,0.0
776,78,89,software,0.7206,0.08893,0.9,True,0.54,0.05
777,78,157,software,0.6324,0.078045,0.8,False,0.0,0.0
778,78,83,software,0.4706,0.058077,0.65,False,0.0,0.0
779,78,70,software,0.4118,0.050821,0.65,False,0.0,0.0
780,78,160,software,0.3529,0.043552,0.65,False,0.0,0.0
781,78,140,software,0.2794,0.034481,0.5,False,0.0,0.0
782,78,393,knowledge,0.9118,0.112526,0.9,True,0.54,0.05
783,78,411,knowledge,0.6912,0.085302,0.8,True,0.48,0.05
784,78,352,knowledge,0.5147,0.06352,0.8,False,0.0,0.0
785,78,418,knowledge,0.4412,0.054449,0.65,False,0.0,0.0
786,78,435,knowledge,0.3824,0.047192,0.65,False,0.0,0.0
787,78,370,knowledge,0.3235,0.039923,0.65,False,0.0,0.0
788,5,18,Language,0.96,0.076595,0.9,True,0.54,0.05
789,5,15,Language,0.56,0.04468,0.8,False,0.0,0.0
790,5,39,software,1,0.079786,0.9,True,0.54,0.05
791,5,330,software,0.9067,0.072342,0.9,True,0.54,0.05
792,5,77,software,0.4667,0.037236,0.65,False,0.0,0.0
793,5,93,software,0.5467,0.043619,0.8,False,0.0,0.0
794,5,170,framework,1,0.079786,0.9,True,0.54,0.05
795,5,204,framework,0.7733,0.061699,0.9,False,0.0,0.0
796,5,233,framework,0.72,0.057446,0.9,False,0.0,0.0
797,5,187,framework,0.64,0.051063,0.8,False,0.0,0.0
798,5,184,framework,0.8267,0.065959,0.9,False,0.0,0.0
799,5,355,knowledge,0.8667,0.069151,0.9,False,0.0,0.0
800,5,270,knowledge,0.7867,0.062768,0.9,False,0.0,0.0
801,5,390,knowledge,0.9333,0.074464,0.9,True,0.54,0.05
802,5,284,knowledge,0.5867,0.046811,0.8,False,0.0,0.0
803,5,422,knowledge,0.5333,0.04255,0.8,False,0.0,0.0
804,5,280,knowledge,0.4267,0.034045,0.65,False,0.0,0.0
805,4,33,Language,0.9733,0.106258,0.9,True,0.54,0.05
806,4,21,Language,0.2933,0.03202,0.5,False,0.0,0.0
807,4,159,software,0.96,0.104806,0.9,True,0.54,0.05
808,4,330,software,0.8667,0.09462,0.9,True,0.54,0.05
809,4,51,software,0.3733,0.040754,0.65,False,0.0,0.0
810,4,77,software,0.3333,0.036387,0.65,False,0.0,0.0
811,4,246,framework,0.7733,0.084423,0.9,False,0.0,0.0
812,4,254,framework,0.6933,0.075689,0.8,False,0.0,0.0
813,4,182,framework,0.4,0.043669,0.65,False,0.0,0.0
814,4,183,framework,0.4533,0.049488,0.65,False,0.0,0.0
815,4,354,knowledge,0.64,0.069871,0.8,False,0.0,0.0
816,4,390,knowledge,0.8133,0.08879,0.9,True,0.54,0.05
817,4,270,knowledge,0.6,0.065504,0.8,False,0.0,0.0
818,4,426,knowledge,0.4667,0.050951,0.65,False,0.0,0.0
819,4,284,knowledge,0.52,0.05677,0.8,False,0.0,0.0
820,51,25,Language,0.9692,0.108429,0.9,True,0.54,0.05
821,51,30,Language,0.4615,0.05163,0.65,False,0.0,0.0
822,51,330,software,0.5385,0.060244,0.8,False,0.0,0.0
823,51,36,software,0.4308,0.048195,0.65,False,0.0,0.0
824,51,68,software,0.3846,0.043027,0.65,False,0.0,0.0
825,51,199,framework,0.7385,0.082619,0.9,False,0.0,0.0
826,51,225,framework,0.6923,0.077451,0.8,False,0.0,0.0
827,51,205,framework,0.4923,0.055076,0.65,False,0.0,0.0
828,51,263,framework,0.3077,0.034424,0.65,False,0.0,0.0
829,51,193,framework,0.2769,0.030978,0.5,False,0.0,0.0
830,51,350,knowledge,0.8923,0.099825,0.9,True,0.54,0.05
831,51,389,knowledge,0.6462,0.072293,0.8,False,0.0,0.0
832,51,306,knowledge,0.8462,0.094668,0.9,True,0.54,0.05
833,51,321,knowledge,0.9231,0.103271,0.9,True,0.54,0.05
834,51,270,knowledge,0.3385,0.037869,0.65,False,0.0,0.0
835,34,25,Language,0.4146,0.057525,0.65,False,0.0,0.0
836,34,3,Language,0.2317,0.032148,0.5,False,0.0,0.0
837,34,251,software,0.3415,0.047383,0.65,False,0.0,0.0
838,34,172,software,0.378,0.052447,0.65,False,0.0,0.0
839,34,56,software,0.7805,0.108293,0.9,True,0.54,0.05
